,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,release_day,release_month,season
1402,2.463982,105000000,267045765,The Princess and the Frog,Anika Noni Rose,Ron Clements|John Musker,97,Romance,Walt Disney Pictures,706,6.5,2009,Tuesday,December,Winter
1403,2.367474,29000000,309208309,The Blind Side,Sandra Bullock,John Lee Hancock,129,Drama,Alcon Entertainment,1078,7.1,2009,Friday,November,Fall
1404,2.041804,23600000,102391382,Zombieland,Jesse Eisenberg,Ruben Fleischer,88,Comedy,Columbia Pictures,2165,7.1,2009,Wednesday,October,Fall
1405,1.971027,50000000,709827462,The Twilight Saga: New Moon,Kristen Stewart,Chris Weitz,130,Adventure,Summit Entertainment,1388,5.6,2009,Sunday,March,Spring
1406,1.926432,40000000,177259441,He's Just Not That Into You,Jennifer Aniston,Ken Kwapis,129,Comedy,New Line Cinema,612,6.0,2009,Friday,February,Winter
1407,1.906998,175000000,302469017,G.I. Joe: The Rise of Cobra,Dennis Quaid,Stephen Sommers,118,Adventure,Paramount Pictures,1470,5.7,2009,Tuesday,August,Summer
1408,1.895894,40000000,317375031,The Proposal,Sandra Bullock,Anne Fletcher,108,Comedy,Touchstone Pictures,1084,6.7,2009,Monday,June,Summer
1410,1.860267,38000000,205298907,The Ugly Truth,Katherine Heigl,Robert Luketic,96,Comedy,Lakeshore Entertainment,584,6.3,2009,Friday,July,Summer
1411,1.849649,100000000,242988466,Cloudy with a Chance of Meatballs,Bill Hader,Phil Lord|Christopher Miller,90,Animation,Columbia Pictures,1116,6.4,2009,Thursday,September,Fall
1412,1.826169,40000000,46471023,Fantastic Mr. Fox,George Clooney,Wes Anderson,87,Adventure,Twentieth Century Fox Film Corporation,711,7.5,2009,Friday,October,Fall
1413,1.75384,60000000,124596398,Coraline,Dakota Fanning,Henry Selick,100,Animation,Focus Features,711,7.1,2009,Thursday,February,Winter
1414,1.752134,150000000,413106170,Night at the Museum: Battle of the Smithsonian,Ben Stiller,Shawn Levy,105,Adventure,Twentieth Century Fox Film Corporation,1108,5.9,2009,Wednesday,May,Spring
1415,1.732516,20000000,136267476,17 Again,Zac Efron,Burr Steers,102,Comedy,New Line Cinema,765,6.0,2009,Wednesday,March,Spring
1416,1.7148869999999898,200000000,325233863,A Christmas Carol,Gary Oldman,Robert Zemeckis,96,Animation,Walt Disney,619,6.6,2009,Wednesday,November,Fall
1418,1.6738790000000001,65000000,93525586,The Lovely Bones,Rachel Weisz,Peter Jackson,136,Fantasy,WingNut Films,600,6.6,2009,Saturday,December,Winter
1419,1.6417389999999898,26000000,183293131,Paul Blart: Mall Cop,Kevin James,Steve Carr,91,Action,Columbia Pictures,510,5.4,2009,Thursday,January,Winter
1422,1.5352780000000001,30000000,33333531,The Box,Cameron Diaz,Richard Kelly,115,Thriller,Media Rights Capital,296,5.3,2009,Thursday,September,Fall
1423,1.487114,20000000,34560577,Crank: High Voltage,Jason Statham,Mark Neveldine|Brian Taylor,96,Action,Lakeshore Entertainment,560,5.9,2009,Thursday,April,Spring
1424,1.453639,33000000,20645327,Pandorum,Ben Foster,Christian Alvart,108,Action,Impact Pictures,406,6.2,2009,Tuesday,September,Fall
1426,1.398364,30000000,90842646,Drag Me to Hell,Alison Lohman,Sam Raimi,99,Horror,Universal Pictures,498,6.1,2009,Sunday,March,Spring
1428,1.357091,50000000,155446362,Knowing,Nicolas Cage,Alex Proyas,121,Action,Summit Entertainment,817,5.7,2009,Thursday,March,Spring
1429,1.3282180000000001,5000000,9760104,Moon,Sam Rockwell,Duncan Jones,97,Science Fiction,Liberty Films UK,1027,7.4,2009,Friday,June,Summer
1430,1.324927,150000000,292817841,G-Force,Sam Rockwell,Hoyt Yeatman,88,Fantasy,Walt Disney Pictures,340,5.1,2009,Tuesday,July,Summer
1432,1.30199,100000000,150166126,The Taking of Pelham 1 2 3,Denzel Washington,Tony Scott,106,Thriller,Columbia Pictures,551,6.1,2009,Thursday,June,Summer
1434,1.290519,40000000,108332743,Confessions of a Shopaholic,Isla Fisher,P.J. Hogan,104,Comedy,Jerry Bruckheimer Films,445,6.0,2009,Thursday,February,Winter
1436,1.267182,50000000,40828540,Gamer,Gerard Butler,Mark Neveldine|Brian Taylor,95,Action,Lakeshore Entertainment,484,5.6,2009,Thursday,September,Fall
1439,1.232312,70000000,171844840,Couples Retreat,Vince Vaughn,Peter Billingsley,113,Comedy,Universal Pictures,372,5.3,2009,Saturday,September,Fall
1441,1.2186569999999999,32000000,27635305,The Road,Viggo Mortensen,John Hillcoat,111,Adventure,2929 Productions,600,6.7,2009,Wednesday,November,Fall
1442,1.19445499999999,175000000,381509870,Monsters vs Aliens,Seth Rogen,Rob Letterman|Conrad Vernon,94,Animation,DreamWorks Animation,932,6.0,2009,Thursday,March,Spring
1444,1.14937,40000000,129540499,Julie & Julia,Meryl Streep,Nora Ephron,123,Romance,Columbia Pictures,341,6.5,2009,Thursday,August,Summer
1446,1.138277,80000000,214104620,Public Enemies,Christian Bale,Michael Mann,140,History,Universal Pictures,853,6.5,2009,Wednesday,July,Summer
1450,1.085541,15000000,40105542,All About Steve,Sandra Bullock,Phil Traill,99,Comedy,Dune Entertainment,192,4.6,2009,Friday,September,Fall
1451,1.083957,40000000,186167139,The Final Destination,Bobby Campo,David R. Ellis,82,Horror,New Line Cinema,472,5.5,2009,Wednesday,August,Summer
1452,1.080415,75000000,443140005,Alvin and the Chipmunks: The Squeakquel,Zachary Levi,Betty Thomas,88,Comedy,Regency Enterprises,414,5.3,2009,Monday,December,Winter
1453,1.075405,4500000,3606395,After.Life,Liam Neeson,Agnieszka Wojtowicz-Vosloo,104,Drama,Plum Pictures,130,5.2,2009,Saturday,November,Fall
1454,1.074072,30000000,114663461,Bride Wars,Anne Hathaway,Gary Winick,89,Comedy,Dune Entertainment,501,5.8,2009,Friday,January,Winter
1455,1.065548,10000000,63647833,Precious,Gabourey Sidibe,Lee Daniels,110,Drama,Smokewood Entertainment Group,205,6.8,2009,Friday,November,Fall
1456,1.04373799999999,60000000,87784194,State of Play,Russell Crowe,Kevin Macdonald,127,Action,Universal Pictures,257,6.6,2009,Friday,April,Spring
1459,1.022125,41000000,91636986,"I Love You, Man",Paul Rudd,John Hamburg,105,Comedy,DreamWorks SKG,304,6.4,2009,Friday,March,Spring
1460,1.01800499999999,22000000,35424826,The Informant!,Matt Damon,Steven Soderbergh,108,Comedy,Section Eight,170,6.0,2009,Friday,September,Fall
1462,0.9992989999999999,27000000,29000000,Case 39,RenÃ©e Zellweger,Christian Alvart,109,Horror,Paramount Vantage,298,6.0,2009,Thursday,August,Summer
1463,0.967776,50000000,36348784,The Boat That Rocked,Tom Sturridge,Richard Curtis,116,Drama,Universal Pictures,392,7.1,2009,Wednesday,April,Spring
1465,0.966959,20000000,51416464,Daybreakers,Ethan Hawke,Michael Spierig|Peter Spierig,98,Fantasy,Lionsgate,368,5.9,2009,Tuesday,January,Winter
1470,0.908112,18000000,36133014,Love Happens,Aaron Eckhart,Brandon Camp,109,Drama,Universal Pictures,117,5.5,2009,Friday,September,Fall
1471,0.9074479999999999,38000000,45465299,Push,Dakota Fanning,Paul McGuigan,111,Action,Icon Productions,367,5.8,2009,Friday,February,Winter
1473,0.9017299999999999,11000000,68233629,Saw VI,Tobin Bell,Kevin Greutert,90,Horror,Lionsgate,379,5.9,2009,Thursday,October,Fall
1474,0.8942680000000001,35000000,27409889,The Young Victoria,Emily Blunt,Jean-Marc VallÃ©e,105,Drama,GK Films,201,6.9,2009,Wednesday,March,Spring
1478,0.850476,40000000,12206028,Whiteout,Kate Beckinsale,Dominic Sena,101,Action,StudioCanal,114,5.2,2009,Wednesday,September,Fall
1484,0.826039,20000000,17280326,12 Rounds,John Cena,Renny Harlin,108,Action,The Mark Gordon Company,130,5.9,2009,Thursday,March,Spring
1486,0.816681,9000000,70000000,3 Idiots,Aamir Khan,Rajkumar Hirani,170,Drama,Vidhu Vinod Chopra Productions,662,7.8,2009,Wednesday,December,Winter
1487,0.8133229999999989,150000000,836297228,Transformers: Revenge of the Fallen,Shia LaBeouf,Michael Bay,150,Science Fiction,Paramount Pictures,2230,6.0,2009,Friday,June,Summer
1488,0.811236,24000000,68729358,The Men Who Stare at Goats,George Clooney,Grant Heslov,93,Comedy,BBC Films,435,5.8,2009,Saturday,October,Fall
1490,0.7967609999999989,40000000,60462347,Ninja Assassin,Rain,James McTeigue,99,Action,Studio Babelsberg,218,6.1,2009,Tuesday,September,Fall
1491,0.790326,20000000,5210988,Bandslam,Vanessa Hudgens,Todd Graff,111,Comedy,Summit Entertainment,75,5.5,2009,Thursday,August,Summer
1492,0.7863899999999989,100000000,100086793,Where the Wild Things Are,Max Records,Spike Jonze,101,Family,Village Roadshow Pictures,312,6.3,2009,Friday,October,Fall
1493,0.786159,85000000,219103655,It's Complicated,Meryl Streep,Nancy Meyers,121,Comedy,Universal Pictures,225,6.2,2009,Wednesday,December,Winter
1499,0.7563850000000001,60000000,122233971,Invictus,Morgan Freeman,Clint Eastwood,134,Drama,Spyglass Entertainment,675,6.9,2009,Thursday,December,Winter
1500,0.748763,70000000,104945765,Planet 51,Dwayne Johnson,Jorge Blanco|Javier Abad|Marcos MartÃ­nez,91,Science Fiction,TriStar Pictures,354,5.7,2009,Thursday,November,Fall
1507,0.713022,4500000,744816,Life During Wartime,Ally Sheedy,Todd Solondz,97,Comedy,Werc Werk Works,11,5.1,2009,Saturday,October,Fall
1508,0.710966,12000000,1644755,Ondine,Colin Farrell,Neil Jordan,111,Drama,Octagon Films,36,6.2,2009,Monday,September,Fall
1510,0.694443,15000000,100734718,My Bloody Valentine,Jensen Ackles,Patrick Lussier,101,Mystery,Lionsgate,151,5.3,2009,Friday,January,Winter
1514,0.6642,35000000,92219310,Old Dogs,Robin Williams,Walt Becker,88,Comedy,Walt Disney Pictures,124,5.2,2009,Tuesday,November,Fall
1516,0.661609,70000000,39041505,Agora,Rachel Weisz,Alejandro AmenÃ¡bar,127,Adventure,HimenÃ³ptero,238,6.6,2009,Sunday,May,Spring
1518,0.652939,8000000,10629321,The Boondock Saints II: All Saints Day,Sean Patrick Flanery,Troy Duffy,118,Action,Chris Brinker Productions,151,5.9,2009,Tuesday,November,Fall
1529,0.606857,9000000,985117,Leaves of Grass,Susan Sarandon,Tim Blake Nelson,104,Comedy,Nu Image Films,67,5.6,2009,Sunday,September,Fall
1530,0.60652,7500000,26096852,An Education,Carey Mulligan,Lone Scherfig,100,Drama,BBC Films,234,6.8,2009,Thursday,October,Fall
1531,0.604388,75000000,61458982,Funny People,Adam Sandler,Judd Apatow,146,Comedy,Columbia Pictures,213,5.5,2009,Friday,July,Summer
1533,0.598075,25000000,163670000,Up in the Air,George Clooney,Jason Reitman,109,Drama,Paramount Pictures,751,6.6,2009,Saturday,September,Fall
1534,0.595489,65000000,44091067,Astro Boy,Nicolas Cage,David Bowers,94,Animation,The Weinstein Company,284,6.0,2009,Thursday,October,Fall
1535,0.59517,50000000,60161391,The International,Clive Owen,Tom Tykwer,118,Drama,Studio Babelsberg,207,5.8,2009,Tuesday,February,Winter
1539,0.580292,85000000,363164265,Fast & Furious,Vin Diesel,Justin Lin,107,Action,Universal Pictures,1661,6.4,2009,Thursday,April,Spring
1542,0.576401,20000000,17436509,Capitalism: A Love Story,Michael Moore,Michael Moore,120,Documentary,The Weinstein Company,78,6.9,2009,Sunday,September,Fall
1546,0.565345,15000000,39421467,Halloween II,Scout Taylor-Compton,Rob Zombie,105,Horror,Dimension Films,131,5.2,2009,Friday,August,Summer
1550,0.549975,35000000,155545279,Hannah Montana: The Movie,Miley Cyrus,Peter Chelsom,102,Comedy,Walt Disney Pictures,247,5.8,2009,Friday,April,Spring
1554,0.53923,45000000,57881056,Aliens in the Attic,Carter Jenkins,John Schultz,86,Adventure,Twentieth Century Fox Film Corporation,146,5.1,2009,Friday,July,Summer
1558,0.536017,3400000,9444018,The Collector,Josh Stewart,Marcus Dunstan,88,Horror,Fortress Features,172,6.2,2009,Thursday,July,Summer
1561,0.534693,3000000,18097,Women in Trouble,Carla Gugino,Sebastian Gutierrez,92,Comedy,Gato Negro Films,11,4.5,2009,Friday,November,Fall
1562,0.5291600000000001,10000000,42333295,The Fourth Kind,Milla Jovovich,Olatunde Osunsanmi,98,Science Fiction,Universal Pictures,244,5.6,2009,Friday,November,Fall
1564,0.520419,15000000,5024782,Solitary Man,Michael Douglas,Brian Koppelman|David Levien,90,Comedy,Smartest Man Productions,42,5.7,2009,Monday,September,Fall
1568,0.510379,800000,867714,The Disappearance of Alice Creed,Gemma Arterton,J Blakeson,100,Crime,Isle of Man Film,74,6.3,2009,Saturday,September,Fall
1569,0.508705,78146652,60000000,Duplicity,Clive Owen,Tony Gilroy,125,Thriller,Universal Pictures,124,5.5,2009,Thursday,March,Spring
1577,0.49236599999999997,8500000,4440055,Bright Star,Abbie Cornish,Jane Campion,119,Drama,BBC Films,65,6.3,2009,Thursday,November,Fall
1582,0.480074,9500000,17164377,Adventureland,Jesse Eisenberg,Greg Mottola,107,Comedy,Miramax Films,400,6.3,2009,Friday,April,Spring
1583,0.47888800000000004,8000000,10848783,Extract,Jason Bateman,Mike Judge,92,Comedy,Miramax Films,94,5.8,2009,Thursday,September,Fall
1590,0.471747,6500000,1521261,The Messenger,Ben Foster,Oren Moverman,113,Drama,Oscilloscope Laboratories,61,6.9,2009,Friday,November,Fall
1594,0.45893199999999995,17000000,20455276,My Life in Ruins,Nia Vardalos,Donald Petrie,95,Comedy,Fox Searchlight Pictures,56,5.7,2009,Friday,February,Winter
1595,0.457298,30000000,95714875,My Sister's Keeper,Cameron Diaz,Nick Cassavetes,109,Drama,Mark Johnson Productions,354,7.0,2009,Friday,June,Summer
1599,0.44710600000000006,60000000,31720158,The Soloist,Robert Downey Jr.,Joe Wright,109,Drama,DreamWorks,133,6.5,2009,Friday,April,Spring
1601,0.44144399999999995,19000000,91379051,Friday the 13th,Derek Mears,Marcus Nispel,97,Horror,New Line Cinema,275,5.6,2009,Wednesday,February,Winter
1608,0.427479,80000000,122444772,Surrogates,Bruce Willis,Jonathan Mostow,89,Action,Touchstone Pictures,755,5.7,2009,Thursday,September,Fall
1618,0.415099,20000000,73830340,Obsessed,BeyoncÃ© Knowles,Steve Shill,108,Drama,Sony Pictures,67,5.5,2009,Friday,April,Spring
1619,0.41491000000000006,15000000,113221,Tetro,Vincent Gallo,Francis Ford Coppola,127,Drama,American Zoetrope,19,6.7,2009,Thursday,June,Summer
1637,0.39561599999999997,45000000,7810000,Solomon Kane,James Purefoy,Michael J. Bassett,104,Adventure,Davis-Films,230,5.5,2009,Wednesday,September,Fall
1639,0.394989,4000000,143191,Survival of the Dead,Alan van Sprang,George A. Romero,90,Horror,Devonshire Productions,35,4.6,2009,Wednesday,September,Fall
1644,0.391859,150000000,341131793,X-Men Origins: Wolverine,Hugh Jackman,Gavin Hood,107,Adventure,Ingenious Film Partners,2784,6.2,2009,Tuesday,April,Spring
1653,0.37852199999999997,2900000,296557,Black Dynamite,Michael Jai White,Scott Sanders,90,Action,Destination Films,102,7.4,2009,Friday,October,Fall
1674,0.35320300000000004,8000000,29010817,New in Town,RenÃ©e Zellweger,Jonas Elmer,97,Comedy,Lionsgate,50,5.3,2009,Friday,January,Winter
1724,0.290674,10000000,7022728,The Joneses,David Duchovny,Derrick Borte,96,Comedy,Echo Lake Productions,117,6.0,2009,Sunday,September,Fall
1728,0.285353,20000000,18599102,Fired Up!,Nicholas D'Agosto,Will Gluck,90,Comedy,Screen Gems,103,5.9,2009,Friday,February,Winter
1733,0.278387,75,134,Wanted,Salman Khan,Prabhu Deva,129,Action,Sahara One Motion Pictures,18,4.9,2009,Friday,September,Fall
1734,0.278321,10000000,295750,World's Greatest Dad,Robin Williams,Bobcat Goldthwait,99,Comedy,Magnolia Pictures,67,6.3,2009,Thursday,August,Summer
1756,0.249295,15000000,6405245,Post Grad,Alexis Bledel,Vicky Jenson,89,Comedy,Dune Entertainment,63,5.1,2009,Friday,August,Summer
1780,0.22081900000000002,2000000,7306,Stolen Lives,Jon Hamm,Anders Anderson,97,Crime,Capitol Films,12,6.0,2009,Saturday,October,Fall
1831,0.145081,5000000,38610009,The Grudge 3,Johanna Braddy,Toby Wilkins,90,Horror,Ghost House Pictures,74,5.4,2009,Tuesday,May,Spring
1866,0.166371,25000000,20719451,Mao's Last Dancer,Chi Cao,Bruce Beresford,117,Drama,Great Scott Productions Pty. Ltd.,16,6.7,2009,Thursday,October,Fall
1919,9.363643,160000000,825500000,Inception,Leonardo DiCaprio,Christopher Nolan,148,Action,Legendary Pictures,9767,7.9,2010,Wednesday,July,Summer
1920,5.70486,200000000,623933331,Iron Man 2,Robert Downey Jr.,Jon Favreau,124,Adventure,Marvel Studios,4920,6.6,2010,Wednesday,April,Spring
1921,5.57295,200000000,1025467110,Alice in Wonderland,Mia Wasikowska,Tim Burton,108,Family,Walt Disney Pictures,2853,6.3,2010,Wednesday,March,Spring
1922,5.29318,13000000,327803731,Black Swan,Natalie Portman,Darren Aronofsky,108,Drama,Fox Searchlight Pictures,2597,7.1,2010,Thursday,December,Winter
1923,4.8405879999999994,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe,David Yates,146,Adventure,Warner Bros.,3467,7.4,2010,Sunday,October,Fall
1924,3.7918809999999996,69000000,543513985,Despicable Me,Steve Carell,Pierre Coffin|Chris Renaud,95,Action,Universal Pictures,4851,7.1,2010,Thursday,July,Summer
1925,3.74884,80000000,274470394,The Expendables,Sylvester Stallone,Sylvester Stallone,103,Action,Millennium Films,2025,5.9,2010,Tuesday,August,Summer
1926,3.560424,165000000,494878759,How to Train Your Dragon,Jay Baruchel,Dean DeBlois|Chris Sanders,98,Fantasy,DreamWorks Animation,2949,7.4,2010,Friday,March,Spring
1927,3.176169,80000000,294804195,Shutter Island,Leonardo DiCaprio,Martin Scorsese,138,Drama,Paramount Pictures,3554,7.6,2010,Thursday,February,Winter
1928,2.911727,170000000,400062763,TRON: Legacy,Garrett Hedlund,Joseph Kosinski,125,Adventure,Walt Disney Pictures,2026,6.3,2010,Friday,December,Winter
1929,2.865684,260000000,591794936,Tangled,Zachary Levi,Nathan Greno|Byron Howard,100,Animation,Walt Disney Pictures,2019,7.3,2010,Wednesday,November,Fall
1930,2.711136,200000000,1063171911,Toy Story 3,Tom Hanks,Lee Unkrich,103,Animation,Walt Disney Pictures,2924,7.5,2010,Wednesday,June,Summer
1931,2.5867869999999997,110000000,293329073,Salt,Angelina Jolie,Phillip Noyce,100,Action,Columbia Pictures,1433,6.2,2010,Wednesday,July,Summer
1933,2.332359,8000000,74952305,Easy A,Emma Stone,Will Gluck,92,Comedy,Screen Gems,1303,6.6,2010,Friday,September,Fall
1936,2.162441,100000000,278346189,The Tourist,Johnny Depp,Florian Henckel von Donnersmarck,103,Action,Spyglass Entertainment,1084,6.0,2010,Wednesday,December,Winter
1937,2.1287990000000003,150000000,335154643,Prince of Persia: The Sands of Time,Jake Gyllenhaal,Mike Newell,116,Adventure,Walt Disney Pictures,1545,6.1,2010,Wednesday,May,Spring
1938,2.1183099999999997,200000000,310669540,Robin Hood,Russell Crowe,Ridley Scott,140,Action,Imagine Entertainment,844,6.1,2010,Wednesday,May,Spring
1939,2.100704,38000000,252276927,True Grit,Jeff Bridges,Ethan Coen|Joel Coen,110,Drama,Paramount Pictures,1084,7.0,2010,Wednesday,December,Winter
1940,2.087252,125000000,232713139,Clash of the Titans,Sam Worthington,Louis Leterrier,106,Adventure,The Zanuck Company,1530,5.6,2010,Thursday,April,Spring
1941,2.053855,150000000,215283742,The Sorcerer's Apprentice,Nicolas Cage,Jon Turteltaub,109,Fantasy,Walt Disney Pictures,871,5.8,2010,Tuesday,July,Summer
1943,1.9236939999999998,40000000,224920315,The Social Network,Jesse Eisenberg,David Fincher,120,Drama,Columbia Pictures,2022,7.1,2010,Thursday,September,Fall
1944,1.906739,60000000,47664559,Scott Pilgrim vs. the World,Michael Cera,Edgar Wright,112,Action,Universal Pictures,1258,7.2,2010,Tuesday,July,Summer
1945,1.903671,100000000,310650585,Little Fockers,Robert De Niro,Paul Weitz,98,Comedy,Paramount Pictures,717,5.4,2010,Tuesday,December,Winter
1949,1.820934,165000000,752600867,Shrek Forever After,Mike Myers,Mike Mitchell,93,Comedy,DreamWorks Animation,1191,6.0,2010,Sunday,May,Spring
1951,1.730679,110000000,177238796,The A-Team,Liam Neeson,Joe Carnahan,117,Thriller,20th Century Fox,1162,6.2,2010,Thursday,June,Summer
1953,1.71986,20000000,31327899,Machete,Danny Trejo,Robert Rodriguez|Ethan Maniquis,105,Action,Dune Entertainment,753,6.2,2010,Wednesday,September,Fall
1954,1.659355,80000000,271430189,Grown Ups,Adam Sandler,Dennis Dugan,102,Comedy,Columbia Pictures,1144,6.1,2010,Thursday,June,Summer
